Original,,,Translated
Lichtenhain,,,Lichtenhain
Mittelndorf,,,Mittelndorf
5797,,,5797
Lichtentanne,,,Light fir
Sachsen,,,Saxony
7099,,,7099
Liebenburg,,,Love Castle
Othfresen,,,Othfresen
3015,,,3015
Lindenberg,,,Lindenberg
Brandenburg,,,Brandenburg
3023,,,3023
Lingen,,,Lingen
Niedersachsen,,,Lower Saxony
3028,,,3028
Lippspringe,,,Lippspringe
Bad,,,Bathroom
3031,,,3031
Lippstadt,,,Lippstadt
Bîkenfîrde,,,Bîkenfîrde
3032,,,3032
List,,,Cunning
auf,,,to
3034,,,3034
Lobenstein,,,Lobenstein
Bad,,,Bathroom
6336,,,6336
Lohr,,,Lohr
Main,,,Main
3042,,,3042
Lîhnberg,,,Lohnberg
Obershausen,,,Oberhausen
3044,,,3044
Lîningen,,,Loningen
Niedersachsen,,,Lower Saxony
3083,,,3083
LÅbben,,,Lubben
Blumenfelde,,,Blumenfelde
3085,,,3085
LÅbeck,,,Lubeck
Schleswig,,,Schleswig
3093,,,3093
LÅchow,,,LÅchow
Niedersachsen,,,Lower Saxony
3098,,,3098
LÅdenscheid,,,LÅdenscheid
Nordrhein,,,North Rhine
6337,,,6337
LÅdinghausen,,,LÅdinghausen
Brochtrup,,,Brochtrup
6197,,,6197
LÅgde,,,Luegde
Paenbruch,,,Paenbruch
3126,,,3126
Magdeburg,,,Magdeburg
Sachsen,,,Saxony
3137,,,3137
Mainz,,,Mainz
Lerchenberg,,,Lerchenberg
3139,,,3139
Maisach,,,Maisach
Gernlinden,,,Gernlinden
3147,,,3147
Mallersdorf,,,Mallersdorf
Pfaffenberg,,,Pfaffenberg
3155,,,3155
Manderscheid,,,Manderscheid
Sonnenhof,,,Sonnenhof
5906,,,5906
Mannheim,,,Mannheim
Baden,,,Baden
3158,,,3158
Manschnow,,,Manschnow
Brandenburg,,,Brandenburg
3166,,,3166
Marienberg,,,Marienberg
Sachsen,,,Saxony
3170,,,3170
Marienleuchte,,,Marienleuchte
Schleswig,,,Schleswig
6312,,,6312
Markt,,,Market
Erlbach,,,Erlbach
3196,,,3196
Marnitz,,,Marnitz
Mecklenburg,,,Mecklenburg
3204,,,3204
Martinroda,,,Martinroda
ThÅringen,,,Thuringia
13713,,,13713
Meinerzhagen,,,Meinerzhagen
Redlendorf,,,Redlendorf
3231,,,3231
Meiningen,,,Meiningen
ThÅringen,,,Thuringia
3244,,,3244
Memmingen,,,Memmingen
Bayern,,,Bavaria
3246,,,3246
Mendig,,,Mendig
Rheinland,,,Rhineland
3509,,,3509
Menz,,,Menz
Brandenburg,,,Brandenburg
3254,,,3254
Meppen,,,Meppen
Niedersachsen,,,Lower Saxony
3257,,,3257
Mergentheim,,,Mergentheim
Bad,,,Bathroom
2814,,,2814
Merklingen,,,Merklingen
Baden,,,Baden
3271,,,3271
Metten,,,Metten
Bayern,,,Bavaria
3278,,,3278
Metzingen,,,Metzingen
Baden,,,Baden
3268,,,3268
Me·stetten,,,Me·stetten
Baden,,,Baden
3284,,,3284
Michelstadt,,,Michel City
Hessen,,,Hesse
4857,,,4857
Mittelnkirchen,,,Mittelnkirchen
Hohenfelde,,,Hohenfelde
3307,,,3307
Mittenwald,,,Mittenwald
Buckelwiesen,,,Buckelwiesen
3340,,,3340
Montabaur,,,Montabaur
Rheinland,,,Rhineland
6272,,,6272
Moorgrund,,,Moorgrund
GrÑfen,,,GrÑfen
3348,,,3348
Moringen,,,Moringen
Lutterbeck,,,Lutter Beck
3426,,,3426
Muskau,,,Muskau
Bad,,,Bathroom
1279,,,1279
Mîhrendorf,,,Mîhrendorf
Kleinseebach,,,Kleinseebach
3362,,,3362
MÅhlacker,,,Muehlacker
Baden,,,Baden
3366,,,3366
MÅhldorf,,,MÅhldorf
Bayern,,,Bavaria
6305,,,6305
MÅhlhausen,,,MÅhlhausen
ThÅringen,,,Thuringia
259,,,259
MÅllheim,,,Waste Home
Baden,,,Baden
3376,,,3376
MÅncheberg,,,Muencheberg
Brandenburg,,,Brandenburg
1262,,,1262
MÅnchen,,,Munich
Flughafen,,,Airport
3402,,,3402
MÅnsingen,,,MÅnsingen
Apfelstetten,,,Apple Stetten
1766,,,1766
MÅnster,,,Muenster
OsnabrÅck,,,OsnabrÅck
6186,,,6186
NastÑtten,,,Nastaetten
Rheinland,,,Rhineland
3442,,,3442
Nauheim,,,Nauheim
Bad,,,Bathroom
7420,,,7420
Naumburg,,,Naumburg
Saale,,,Saale
7410,,,7410
Neu,,,New
Ulrichstein,,,Ulrich Stein
3478,,,3478
Neubrandenburg,,,Neubrandenburg
Mecklenburg,,,Mecklenburg
5562,,,5562
Neubulach,,,Neubulach
Oberhaugstett,,,Oberhaugstett
3484,,,3484
Neuburg,,,Neuburg
Donau,,,Danube
3490,,,3490
Neuenahr,,,Neuenahr
Bad,,,Bathroom
7244,,,7244
Neuglobsow,,,Neuglobsow
HM,,,HM
3513,,,3513
Neuhaus,,,Neuhaus
am,,,on the
7412,,,7412
NeuhÅtten,,,NeuhÅtten
Spessart,,,Spessart
3527,,,3527
Neukirchen,,,Neukirchen
Hauptschwenda,,,Hauptschwenda
3540,,,3540
Neunkirchen,,,Neunkirchen
Seelscheid,,,Seelscheid
3552,,,3552
Neuruppin,,,Neuruppin
Brandenburg,,,Brandenburg
3571,,,3571
Neustadt,,,Neustadt
am,,,on the
3577,,,3577
Neustrelitz,,,Neustrelitz
Mecklenburg,,,Mecklenburg
3591,,,3591
Nideggen,,,Nideggen
Schmidt,,,Schmidt
3603,,,3603
Niederstetten,,,Niederstetten
Baden,,,Baden
3605,,,3605
Niederstotzingen,,,Niederstotzingen
Baden,,,Baden
2167,,,2167
Niederwîrresbach,,,Niederwîrresbach
Rheinland,,,Rhineland
3612,,,3612
Nienburg,,,Nienburg
Niedersachsen,,,Lower Saxony
3631,,,3631
Norderney,,,Norderney
Niedersachsen,,,Lower Saxony
3639,,,3639
Nordholz,,,North Woods
Flugplatz,,,Airfield
13904,,,13904
Nordseeboje,,,Nordseeboje
2,,,2
6314,,,6314
Nossen,,,Cooperative
Sachsen,,,Saxony
6275,,,6275
Notzingen,,,Notzingen
Baden,,,Baden
3623,,,3623
Nîrvenich,,,Noervenich
Flugplatz,,,Airfield
3659,,,3659
NÅrburg,,,NÅrburg
Rheinland,,,Rhineland
3667,,,3667
NÅrnberg,,,Nuremberg
Netzstall,,,Netzstall
3671,,,3671
NÅrtingen,,,NÅrtingen
Baden,,,Baden
7431,,,7431
Oberhaching,,,Oberhaching
Laufzorn,,,Laufzorn
4878,,,4878
Oberharz,,,Upper Harz
am,,,on the
3730,,,3730
Oberstdorf,,,Oberstdorf
Bayern,,,Bavaria
3734,,,3734
Obersulm,,,Obersulm
Willsbach,,,Willsbach
3739,,,3739
Oberviechtach,,,Oberviechtach
Bayern,,,Bavaria
7341,,,7341
Offenbach,,,Offenbach
Wetterpark,,,Weather Park
1602,,,1602
Ohlsbach,,,Ohlsbach
Baden,,,Baden
7321,,,7321
Olbersleben,,,Olbersleben
ThÅringen,,,Thuringia
3791,,,3791
Oldenburg,,,Oldenburg
Niedersachsen,,,Lower Saxony
1964,,,1964
Olsdorf,,,Olsdorf
Rheinland,,,Rhineland
3811,,,3811
Oschatz,,,Oschatz
Sachsen,,,Saxony
3815,,,3815
OsnabrÅck,,,OsnabrÅck
Niedersachsen,,,Lower Saxony
6105,,,6105
Ostenfeld,,,Ostenfeld
Rendsburg,,,Rendsburg
3821,,,3821
Osterfeld,,,Osterfeld
Sachsen,,,Saxony
3836,,,3836
Ostheim,,,Ostheim
v,,,v
3857,,,3857
Oy,,,Oy
Mittelberg,,,Mittelberg
6266,,,6266
Pabstorf,,,Pabstorf
Sachsen,,,Saxony
7427,,,7427
Padenstedt,,,Padenstedt
Pony,,,Pony
3875,,,3875
Parsberg,,,Parsberg
Oberpfalz,,,Oberpfalz
3879,,,3879
Passau,,,Passau
Oberhaus,,,House of Lords
3897,,,3897
Pelzerhaken,,,Pelzerhaken
Schleswig,,,Schleswig
3904,,,3904
Perl,,,Perl
Nennig,,,Nennig
3925,,,3925
Pforzheim,,,Pforzheim
Ispringen,,,Ispringen
3927,,,3927
Pfullendorf,,,Pfullendorf
Baden,,,Baden
7424,,,7424
Piding,,,Piding
Bayern,,,Bavaria
3939,,,3939
Pirmasens,,,Pirmasens
Rheinland,,,Rhineland
3946,,,3946
Plauen,,,Plauen
Sachsen,,,Saxony
3975,,,3975
Pommelsbrunn,,,Grassington
Mittelburg,,,Mittelburg
3987,,,3987
Potsdam,,,Potsdam
Brandenburg,,,Brandenburg
7350,,,7350
Prackenbach,,,Prackenbach
NeuhÑusl,,,Neuhausl
4018,,,4018
Puch,,,Puch
Bayern,,,Bavaria
4024,,,4024
Putbus,,,Putbus
Mecklenburg,,,Mecklenburg
4032,,,4032
Quedlinburg,,,Quedlinburg
Sachsen,,,Saxony
4036,,,4036
Querfurt,,,Querfurt
MÅhle,,,Mill
4039,,,4039
Quickborn,,,Quickborn
Schleswig,,,Schleswig
4063,,,4063
Rahden,,,Rahden
Kleinendorf,,,Small Village
4104,,,4104
Regensburg,,,Regensburg
Bayern,,,Bavaria
4127,,,4127
Reichshof,,,Reichshof
Eckenhagen,,,Eckenhagen
3621,,,3621
Reimlingen,,,Reimlingen
Bayern,,,Bavaria
5941,,,5941
Reit,,,Horse
im,,,in the
4154,,,4154
Remscheid,,,Remscheid
Lennep,,,Lennep
4160,,,4160
Renningen,,,Renningen
Ihinger,,,Ihinger
4169,,,4169
Rheinau,,,Rheinau
Memprechtshofen,,,Memprechtshofen
4174,,,4174
Rheine,,,Rheine
Bentlage,,,Bentlage
4175,,,4175
Rheinfelden,,,Rheinfelden
Baden,,,Baden
4177,,,4177
Rheinstetten,,,Rheinstetten
Baden,,,Baden
4261,,,4261
Rosenheim,,,Rosenheim
Bayern,,,Bavaria
4271,,,4271
Rostock,,,Rostock
WarnemÅnde,,,WarnemÅnde
4275,,,4275
Rotenburg,,,Rotenburg
WÅmme,,,WÅmme
4280,,,4280
Roth,,,Roth
Bayern,,,Bavaria
4287,,,4287
Rothenburg,,,Rothenburg ob der Tauber
ob,,,whether
4294,,,4294
Rottenburg,,,Rottenburg
Kiebingen,,,Kiebingen
4300,,,4300
Rottweil,,,Rottweil
Baden,,,Baden
6344,,,6344
Runkel,,,Runkel
Ennerich,,,Ennerich
4323,,,4323
Ruppertsecken,,,Ruppertsecken
Rheinland,,,Rhineland
3319,,,3319
Rîllbach,,,Rîllbach
Bayern,,,Bavaria
4336,,,4336
SaarbrÅcken,,,Saarbrucken
Ensheim,,,Ensheim
4349,,,4349
Sachsenheim,,,Saxony Home
Baden,,,Baden
4354,,,4354
Saldenburg,,,Saldenburg
Entschenreuth,,,Entschenreuth
4371,,,4371
Salzuflen,,,Salzuflen
Bad,,,Bathroom
4373,,,4373
Salzwedel,,,Salzwedel
Sachsen,,,Saxony
4377,,,4377
Sandberg,,,Sandberg
Bayern,,,Bavaria
4393,,,4393
Sankt,,,Saint
Peter,,,Peter
4411,,,4411
Schaafheim,,,Schaafheim
Schlierbach,,,Schlierbach
15207,,,15207
Schauenburg,,,Look Castle
Elgershausen,,,Elgershausen
4464,,,4464
Schleiz,,,Schleiz
ThÅringen,,,Thuringia
2437,,,2437
Schleswig,,,Schleswig
Jagel,,,Jagel
4480,,,4480
SchlÅchtern,,,SchlÅchtern
Herolz,,,Herolz
4485,,,4485
Schmalkalden,,,Schmalkalden
Kurort,,,Health resort
3289,,,3289
Schmieritz,,,Schmieritz
Weltwitz,,,Weltwitz
4501,,,4501
SchmÅcke,,,Accessorize
ThÅringen,,,Thuringia
7325,,,7325
Schneefernerhaus,,,Schneefernerhaus
Bayern,,,Bavaria
4508,,,4508
Schneifelforsthaus,,,Schneifelforsthaus
Rheinland,,,Rhineland
6347,,,6347
Schonungen,,,Plantations
Mainberg,,,Mainberg
4559,,,4559
Schorndorf,,,Schorndorf
Knîbling,,,Knîbling
4560,,,4560
Schotten,,,Scots
Hessen,,,Hesse
4584,,,4584
Schwaigermoos,,,Schwaiger moss
Bayern,,,Bavaria
4592,,,4592
Schwandorf,,,Schwandorf
Bayern,,,Bavaria
4605,,,4605
Schwarzburg,,,Black Castle
ThÅringen,,,Thuringia
4625,,,4625
Schwerin,,,Schwerin
Mecklenburg,,,Mecklenburg
4629,,,4629
Schwesing,,,Schwesing
Schleswig,,,Schleswig
6262,,,6262
SchwÑbisch,,,Swabian
GmÅnd,,,GmÅnd
5930,,,5930
Schînhagen,,,Schoenhagen
Ostseebad,,,Ostseebad
4642,,,4642
Seehausen,,,Seehausen
Sachsen,,,Saxony
4651,,,4651
Seesen,,,Seesen
Niedersachsen,,,Lower Saxony
4548,,,4548
Selb,,,Selb
Oberfranken,,,Upper Franconia
4692,,,4692
Siegen,,,Win
KlÑranlage,,,Sewage plant
7105,,,7105
Siegsdorf,,,Victory Village
Hîll,,,Hell
4702,,,4702
Sigmaringen,,,Sigmaringen
Flugplatz,,,Airfield
4704,,,4704
Sigmarszell,,,Sigmarszell
Zeisertsweiler,,,Zeisertsweiler
4706,,,4706
Simbach,,,Simbach
Inn,,,Inn
4709,,,4709
Simmern,,,Simmer
Wahlbach,,,Wahlbach
6263,,,6263
Singen,,,Singing
Baden,,,Baden
4719,,,4719
Sinsheim,,,Sinsheim
Baden,,,Baden
6129,,,6129
Sohland,,,Sohland
Spree,,,Spree
4745,,,4745
Soltau,,,Soltau
Niedersachsen,,,Lower Saxony
4748,,,4748
Sondershausen,,,Sondershausen
ThÅringen,,,Thuringia
4752,,,4752
Sonneberg,,,Sonnenberg
Neufang,,,Neufang
4763,,,4763
Sontra,,,Sontra
Hessen,,,Hesse
4997,,,4997
Starkenberg,,,Stark Mountain
Tegkwitz,,,Tegkwitz
4841,,,4841
Steinau,,,Steinau
Kr,,,Kr
6199,,,6199
Steinhagen,,,Steinhagen
Negast,,,Negast
4911,,,4911
Straubing,,,Straubing
Bayern,,,Bavaria
4926,,,4926
Stuttgart,,,Stuttgart
Neckartal,,,Neckar
4887,,,4887
Stîtten,,,Stîtten
Baden,,,Baden
4978,,,4978
Tann,,,Tann
Rhîn,,,Rhîn
5009,,,5009
Teterow,,,Teterow
Mecklenburg,,,Mecklenburg
5017,,,5017
Teuschnitz,,,Teuschnitz
Bayern,,,Bavaria
5029,,,5029
Tholey,,,Tholey
Saarland,,,Saarland
5046,,,5046
Tirschenreuth,,,Tirschenreuth
LodermÅhl,,,LodermÅhl
7329,,,7329
Treuen,,,Faithful
Sachsen,,,Saxony
5097,,,5097
Tribsees,,,Tribsees
Mecklenburg,,,Mecklenburg
5099,,,5099
Trier,,,Trier
Zewen,,,Zewen
5109,,,5109
Trollenhagen,,,Trollenhagen
Mecklenburg,,,Mecklenburg
5111,,,5111
Trostberg,,,Trostberg
Bayern,,,Bavaria
5133,,,5133
Twistetal,,,Twistetal
MÅhlhausen,,,MÅhlhausen
5064,,,5064
Tînisvorst,,,Tînisvorst
Nordrhein,,,North Rhine
954,,,954
UFS,,,UFS
Deutsche,,,German
5142,,,5142
UeckermÅnde,,,Ueckermuende
Mecklenburg,,,Mecklenburg
5146,,,5146
Uelzen,,,Uelzen
Niedersachsen,,,Lower Saxony
5155,,,5155
Ulm,,,Ulm
Baden,,,Baden
5158,,,5158
Ummendorf,,,Ummendorf
Sachsen,,,Saxony
7428,,,7428
Veilsdorf,,,Veilsdorf
ThÅringen,,,Thuringia
5229,,,5229
Villingen,,,Villingen
Schwenningen,,,Schwenningen
4896,,,4896
Wagersrott,,,Wagersrott
Schleswig,,,Schleswig
5275,,,5275
WaghÑusel,,,Waghaeusel
Kirrlach,,,Kirrlach
5277,,,5277
Wahlen,,,Elections
Hessen,,,Hesse
5279,,,5279
Wahlsburg,,,Wahlburg
Lippoldsberg,,,Lippold mountain
5282,,,5282
Wahnsdorf,,,Wahnsdorf
bei,,,with
13674,,,13674
Waibstadt,,,Waibstadt
Baden,,,Baden
5300,,,5300
Waldems,,,Waldems
Reinborn,,,Reinborn
7370,,,7370
WaldmÅnchen,,,Forest Munich
Bayern,,,Bavaria
5335,,,5335
Waltershausen,,,Waltershausen
ThÅringen,,,Thuringia
13696,,,13696
Waltrop,,,Waltrop
Abdinghof,,,Abdinghof
6157,,,6157
Wangerland,,,Wangerland
Hooksiel,,,Hooksiel
5347,,,5347
Warburg,,,Warburg
Nordrhein,,,North Rhine
5349,,,5349
Waren,,,Goods
MÅritz,,,MÅritz
474,,,474
Warthausen,,,Warthausen
Birkenhard,,,Birkenhard
5371,,,5371
Wasserkuppe,,,Wasserkuppe
Hessen,,,Hesse
5397,,,5397
Weiden,,,Grazing
Bayern,,,Bavaria
6158,,,6158
Weidenbach,,,Weidenbach
Weiherschneidbach,,,Weiherschneidbach
5404,,,5404
Weihenstephan,,,Weihenstephan
DÅrnast,,,DÅrnast
1327,,,1327
Weilerswist,,,Weilerswist
Lommersum,,,Lommersum
5419,,,5419
Weimar,,,Weimar
ThÅringen,,,Thuringia
5426,,,5426
Weinbiet,,,Weinbiet
Rheinland,,,Rhineland
4094,,,4094
Weingarten,,,Vineyard
Kr,,,Kr
5433,,,5433
Weiskirchen,,,Weiskirchen
Saar,,,Saar
5440,,,5440
Wei·enburg,,,White Castle
Emetzheim,,,Emetzheim
5467,,,5467
Wendelstein,,,Wendelstein
Bayern,,,Bavaria
6093,,,6093
Wendisch,,,Wendisch
Evern,,,Evern
5480,,,5480
Werl,,,Werl
Nordrhein,,,North Rhine
4445,,,4445
Wernigerode,,,Wernigerode
Schierke,,,Schierke
5538,,,5538
Wielenbach,,,Wielenbach
Demollstr,,,Demollstr
5541,,,5541
Wiesbaden,,,Wiesbaden
Auringen,,,Auringen
5546,,,5546
Wiesenburg,,,Wiesenburg
Brandenburg,,,Brandenburg
6184,,,6184
Wilhelmshaven,,,Wilhelmshaven
Flugplatz,,,Airfield
5629,,,5629
Wittenberg,,,Wittenberg
Sachsen,,,Saxony
5280,,,5280
Wittenborn,,,Wittenborn
Schleswig,,,Schleswig
7432,,,7432
Wittingen,,,Wittingen
Vorhop,,,Vorhop
5640,,,5640
Wittmundhafen,,,Wittmundhafen
Niedersachsen,,,Lower Saxony
5643,,,5643
Wittstock,,,Wittstock
Rote,,,Red
5663,,,5663
Woldegk,,,Woldegk
Mecklenburg,,,Mecklenburg
5664,,,5664
Wolfach,,,Wolfach
Baden,,,Baden
5676,,,5676
Wolfsburg,,,Wolfsburg
SÅdwest,,,Southwest
5692,,,5692
Worms,,,Worms
Rheinland,,,Rhineland
5014,,,5014
Worpswede,,,Worpswede
HÅttenbusch,,,HÅttenbusch
5732,,,5732
Wrixum,,,Wrixum
Fîhr,,,Foehr
7394,,,7394
Wunsiedel,,,Wunsiedel
Schînbrunn,,,Schînbrunn
5715,,,5715
Wunstorf,,,Wunstorf
Niedersachsen,,,Lower Saxony
5717,,,5717
Wuppertal,,,Wuppertal
Buchenhofen,,,Buchhofen
6265,,,6265
Wusterwitz,,,Wusterwitz
Brandenburg,,,Brandenburg
5731,,,5731
Wutîschingen,,,Wutoeschingen
Ofteringen,,,Ofteringen
5705,,,5705
WÅrzburg,,,WÅrzburg
Bayern,,,Bavaria
5745,,,5745
Zehdenick,,,Zehdenick
Brandenburg,,,Brandenburg
5750,,,5750
Zeitz,,,Zeitz
Sachsen,,,Saxony
5779,,,5779
Zinnwald,,,Zinnwald
Georgenfeld,,,George Field
5792,,,5792
Zugspitze,,,Zugspitze
Bayern,,,Bavaria
5800,,,5800
Zwiesel,,,Zwiesel
Bayern,,,Bavaria
5802,,,5802
Zwieselberg,,,Zwieselberg
Bayern,,,Bavaria
3761,,,3761
ôhringen,,,ôhringen
Baden,,,Baden
